,popularity,release_date,title,overview,vote_average,vote_count,original_language,original_title,release_month,release_year
695,99.559,5/16/2010,Shrek Forever After,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",6.3,6086,en,Shrek Forever After,May,2010.0
696,106.2,1/31/2019,Alita: Battle Angel,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",7.2,7626,en,Alita: Battle Angel,January,2019.0
697,98.501,12/17/2021,Fortress,"The story revolves around a top-secret resort for retired U.S. intelligence officers. A group of criminals led by Balzary breach the compound, hellbent on revenge on Robert, forcing the retired officer and his son to save the day.",6.1,245,en,Fortress,December,2021.0
699,105.202,6/5/2021,Gone Mom: The Disappearance of Jennifer Dulos,"Jennifer Dulos, the wealthy, Connecticut mother-of-five who mysteriously vanished.",7.8,206,en,Gone Mom: The Disappearance of Jennifer Dulos,June,2021.0
700,97.873,5/22/2019,Aladdin,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,7.1,8744,en,Aladdin,May,2019.0
701,94.373,10/24/2018,Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",8.0,14922,en,Bohemian Rhapsody,October,2018.0
702,100.763,11/20/2018,Ralph Breaks the Internet,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.",7.2,6372,en,Ralph Breaks the Internet,November,2018.0
703,105.669,11/25/1998,A Bug's Life,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",7.0,7817,en,A Bug's Life,November,1998.0
704,95.969,7/1/2021,Escape Room: Tournament of Champions,"Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive as they discover all the games that they've played before.",6.7,1295,en,Escape Room: Tournament of Champions,July,2021.0
705,105.717,6/14/2018,Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",7.5,11144,en,Incredibles 2,June,2018.0
707,98.747,8/3/2017,Annabelle: Creation,"Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle.",6.6,4805,en,Annabelle: Creation,August,2017.0
709,104.767,9/9/2021,Time Is Up,"Vivien, an accomplished student with a passion for physics, and Roy, a troubled young man, are involved in an accident that forces them to reclaim their lives one minute at the time.",6.4,403,en,Time Is Up,September,2021.0
710,99.029,11/5/2021,Dangerous,"A reformed sociopath heads to a remote island after the death of his brother. Soon after his arrival, the island falls under siege from a deadly gang of mercenaries, and when he discovers their role in his brother’s demise, he sets out on a relentless quest for vengeance.",6.2,303,en,Dangerous,November,2021.0
715,123.889,1/1/2022,Harry Potter 20th Anniversary: Return to Hogwarts,"An enchanting making-of story told through all-new in-depth interviews and cast conversations, inviting fans on a magical first-person journey through one of the most beloved film franchises of all time.",7.5,1854,en,Harry Potter 20th Anniversary: Return to Hogwarts,January,2022.0
720,142.789,1/28/2022,The Fallout,"In the wake of a school tragedy, Vada, Mia and Quinton form a unique and dynamic bond as they navigate the never linear, often confusing journey to heal in a world that feels forever changed.",7.5,298,en,The Fallout,January,2022.0
745,415.778,2/16/2022,Chickenhare and the Hamster of Darkness,"Young Chickenhare is the adopted son of King Peter, a famous adventurer. Part chicken and part hare, he has a really tough time growing up and disguises himself as a hare to avoid the mockeries of his peers. When the day of the Royal Adventurer Society trials comes, Chickenhare, hampered by his disguise, fails miserably. But he is determined to grab a second chance and find the Scepter of the Hamster of Darkness, before his evil Uncle Lapin. The Scepter will give immense power to its holder. If Lapin gets hold of it, he will be unstoppable. Accompanied by his faithful servant Abe, a sarcastic turtle, and Meg, a martial arts expert skunk, he sets of on an epic and initiatory quest.",7.5,168,en,Chickenhare and the Hamster of Darkness,February,2022.0
754,1036.362,3/10/2022,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",7.5,2937,en,Turning Red,March,2022.0
764,2350.047,5/4/2022,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",7.5,5226,en,Doctor Strange in the Multiverse of Madness,May,2022.0
818,961.284,2/17/2022,Dog,An army ranger and his dog embark on a road trip along the Pacific Coast Highway to attend a friend's funeral.,7.4,772,en,Dog,February,2022.0
862,273.211,6/13/2022,King Tweety,"Everyone's favorite yellow canary unexpectedly becomes next in line for the crown when the queen of an island paradise disappears. His Little Highness’ entourage includes motorbike daredevil Granny and sly Sylvester, whose allegiance is tested when he uncovers a sinister plot to eliminate Tweety for good.",7.4,40,en,King Tweety,June,2022.0
875,1119.124,7/3/2022,Bullet Train,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",7.4,265,en,Bullet Train,July,2022.0
894,517.58,7/27/2022,DC League of Super-Pets,"When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",7.4,75,en,DC League of Super-Pets,July,2022.0
914,810.838,8/5/2022,Rise of the Teenage Mutant Ninja Turtles: The Movie,"When a mysterious stranger arrives from the future with a dire warning, Leo is forced to rise and lead his brothers, Raph, Donnie, and Mikey in a fight to save the world from a terrifying alien species.",7.4,61,en,Rise of the Teenage Mutant Ninja Turtles: The Movie,August,2022.0
928,315.839,1/17/2022,Heatwave,A woman's life takes an unexpected turn when she falls for her boss's wife. She must soon defend herself as she becomes entangled in a web of malice.,7.3,49,en,Heatwave,January,2022.0
937,217.364,2/11/2022,The In Between,"After surviving a car accident that took the life of her boyfriend, a teenage girl believes he's attempting to reconnect with her from the after world.",7.3,408,en,The In Between,February,2022.0
950,1694.611,3/21/2022,Dragon Knight,"Many years after the war has been lost, and all the dragons slain, a lone knight travels the lands of Agonos seeking to raise an army against the demon lord Abaddon. When a healer's vision reveals that one dragon still lives, and together with an eager young squire, the knight sets off in search of the fabled creature. As the armies of Abaddon descend on the human kingdoms, the dragon is their last hope of fending off the horde, before it lays waste to the lands of men. But does the creature even exist? And if it does, will it fight for them once more?",7.3,20,en,Dragon Knight,March,2022.0
962,812.354,4/28/2022,Memory,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",7.3,675,en,Memory,April,2022.0
971,2361.425,6/15/2022,Lightyear,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,7.3,1598,en,Lightyear,June,2022.0
982,132.478,7/6/2022,Girl in the Picture,"A young mother’s mysterious death and her son’s subsequent kidnapping blow open a decades-long mystery about the woman’s true identity, and the murderous federal fugitive at the center of it all.",7.3,117,en,Girl in the Picture,July,2022.0
988,92.998,7/21/2022,Father of the Bride,"A father coming to grips with his daughter’s upcoming wedding through the prism of multiple relationships within a big, sprawling Cuban-American family.",7.3,35,en,Father of the Bride,July,2022.0
1007,874.216,2/10/2022,Uncharted,"A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother.",7.2,3066,en,Uncharted,February,2022.0
1019,1147.773,3/11/2022,The Exorcism of God,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",7.2,514,en,The Exorcism of God,March,2022.0
1056,980.674,3/24/2022,Shut In,A young single mother is held captive along with her two children by a violent ex and must plot their escape before it’s too late.,7.2,166,en,Shut In,March,2022.0
1077,923.831,4/7/2022,The Northman,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",7.2,2127,en,The Northman,April,2022.0
1144,525.785,7/12/2022,Green Lantern: Beware My Power,"Recently discharged Marine sniper John Stewart is at a crossroads in his life, one which is only complicated by receiving an extraterrestrial ring which grants him the powers of the Green Lantern of Earth. Unfortunately, the ring doesn't come with instructions - but it does come with baggage, like a horde of interplanetary killers bent on eliminating every Green Lantern in the universe. Now, with the aid of the light-hearted Green Arrow, Adam Strange and Hawkgirl, this reluctant soldier must journey into the heart of a galactic Rann/Thanagar war and somehow succeed where all other Green Lanterns have failed.",7.2,79,en,Green Lantern: Beware My Power,July,2022.0
1187,670.756,2/25/2022,Hotel Transylvania: Transformania,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",7.1,1138,en,Hotel Transylvania: Transformania,February,2022.0
1210,423.375,3/3/2022,The Outfit,"Leonard is an English tailor who used to craft suits on London’s world-famous Savile Row. After a personal tragedy, he’s ended up in Chicago, operating a small tailor shop in a rough part of town where he makes beautiful clothes for the only people around who can afford them: a family of vicious gangsters.",7.1,354,en,The Outfit,March,2022.0
1246,282.817,3/11/2022,The Adam Project,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.",7.1,2790,en,The Adam Project,March,2022.0
1283,335.296,5/18/2022,Chip 'n Dale: Rescue Rangers,"Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friend’s life.",7.1,719,en,Chip 'n Dale: Rescue Rangers,May,2022.0
1322,181.541,5/26/2022,The Bob's Burgers Movie,"When a ruptured water main creates an enormous sinkhole right in front of Bob's Burgers, it blocks the entrance indefinitely and ruins the Belchers’ plans for a successful summer. While Bob and Linda struggle to keep the business afloat, the kids try to solve a mystery that could save their family's restaurant. As the dangers mount, these underdogs help each other find hope and fight to get back behind the counter, where they belong.",7.1,127,en,The Bob's Burgers Movie,May,2022.0
1367,5430.951,6/1/2022,Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history’s most fearsome creatures.",7.1,2728,en,Jurassic World Dominion,June,2022.0
1441,243.092,6/10/2022,Beyond Infinity: Buzz and the Journey to Lightyear,"Explore the evolution of Buzz Lightyear from toy to human in the making of Pixar’s Lightyear. Dive into the origin and cultural impact of everyone’s favorite Space Ranger, the art of designing a new “human Buzz,” and the challenges faced by the Lightyear crew along the way.",7.1,192,en,Beyond Infinity: Buzz and the Journey to Lightyear,June,2022.0
1531,1990.844,7/13/2022,The Gray Man,"When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.",7.1,1503,en,The Gray Man,July,2022.0
1644,297.613,7/20/2022,Nope,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",7.1,195,en,Nope,July,2022.0
1659,225.142,1/14/2022,The House,"Across different eras, a poor family, an anxious developer and a fed-up landlady become tied to the same mysterious house in this animated dark comedy.",7.0,696,en,The House,January,2022.0
1666,146.381,2/1/2022,Jackass Forever,"Celebrate the joy of a perfectly executed shot to the groin as Johnny Knoxville, Steve-O and the rest of the gang return alongside some newcomers for one final round of hilarious, wildly absurd and often dangerous displays of stunts and comedy.",7.0,459,en,Jackass Forever,February,2022.0
1672,131.1,2/9/2022,Marry Me,"Music superstars Kat Valdez and Bastian are getting married before a global audience of fans. But when Kat learns, seconds before her vows, that Bastian has been unfaithful, she decides to marry Charlie, a stranger in the crowd, instead.",7.0,512,en,Marry Me,February,2022.0
1677,1425.53,2/11/2022,Indemnity,"An ex-fireman with PTSD goes on the run when accused of a crime he doesn't even remember committing, leading him down a rabbit hole of conspiracy to the highest degree.",7.0,50,en,Indemnity,February,2022.0
1688,355.849,2/25/2022,No Exit,"Stranded at a rest stop in the mountains during a blizzard, a recovering addict discovers a kidnapped child hidden in a car belonging to one of the people inside the building which sets her on a terrifying struggle to identify who among them is the kidnapper.",7.0,662,en,No Exit,February,2022.0
1696,346.445,4/20/2022,The Unbearable Weight of Massive Talent,"Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones.",7.0,570,en,The Unbearable Weight of Massive Talent,April,2022.0
1707,116.549,6/8/2022,Jennifer Lopez:  Halftime,Global superstar Jennifer Lopez reflects on her multifaceted career and the pressure of life in the spotlight in this intimate documentary.,7.0,93,en,Jennifer Lopez:  Halftime,June,2022.0
1717,176.285,6/9/2022,Fire Island,"A group of queer best friends gather in the Fire Island Pines for their annual week of love and laughter, but when a sudden change of events jeopardizes their summer in gay paradise, their bonds as a chosen family are pushed to the limit.",7.0,94,en,Fire Island,June,2022.0
1724,1571.121,6/16/2022,The Princess,"A beautiful, strong-willed young royal refuses to wed the cruel sociopath to whom she is betrothed and is kidnapped and locked in a remote tower of her father’s castle. With her scorned, vindictive suitor intent on taking her father’s throne, the princess must protect her family and save the kingdom.",7.0,424,en,The Princess,June,2022.0
1742,260.372,1/24/2022,Tom and Jerry Cowboy Up!,"This time, the rivals team up to help a cowgirl and her brother save their homestead from a greedy land-grabber, and they’re going to need some help! Jerry’s three precocious nephews are all ready for action, and Tom is rounding up a posse of prairie dogs. But can a ragtag band of varmints defeat a deceitful desperado determined to deceive a damsel in distress? No matter what happens with Tom and Jerry in the saddle, it’ll be a rootin’ tootin’ good time!",6.9,373,en,Tom and Jerry Cowboy Up!,January,2022.0
1762,343.706,3/16/2022,Ambulance,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",6.9,1025,en,Ambulance,March,2022.0
1793,970.124,4/6/2022,Fantastic Beasts: The Secrets of Dumbledore,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",6.9,2516,en,Fantastic Beasts: The Secrets of Dumbledore,April,2022.0
1811,949.313,5/2/2022,Constantine: The House of Mystery,"John Constantine wakes up in the eerie House of Mystery with no recollection of how he got there. Fortunately, Zatanna and his friends are all there. Unfortunately, they have a bad habit of turning into demons and ripping him to shreds, over and over again!",6.9,51,en,Constantine: The House of Mystery,May,2022.0
1830,273.634,5/23/2022,Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse,"With the help of an ancient Kryptonian power, Lex Luthor unites the world’s Super-Villains to capture all of Earth's Super Heroes, until…only the DC Super Hero Girls are left to stop the Legion of Doom. Our heroes must cross dimensions to rescue their fellow Super Heroes from the Phantom Zone, but a fortuitous wrong turn leads them to Titans Tower – where they find much-needed allies in the Teen Titans!",6.9,56,en,Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse,May,2022.0
1862,207.303,6/15/2022,Jerry & Marge Go Large,"The remarkable true story of how retiree Jerry Selbee discovers a mathematical loophole in the Massachusetts lottery and, with the help of his wife, Marge, wins $27 million dollars and uses the money to revive their small Michigan town.",6.9,69,en,Jerry & Marge Go Large,June,2022.0
1868,312.439,1/12/2022,Scream,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",6.8,1557,en,Scream,January,2022.0
1876,476.617,1/28/2022,The Ice Age Adventures of Buck Wild,The fearless one-eyed weasel Buck teams up with mischievous possum brothers Crash & Eddie as they head off on a new adventure into Buck's home: The Dinosaur World.,6.8,1316,en,The Ice Age Adventures of Buck Wild,January,2022.0
1886,1075.37,3/24/2022,The Lost City,"Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan, Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient city's lost treasure that featured in her latest story. Alan, determined to prove he can be a hero in real life and not just on the pages of her books, sets off to rescue her.",6.8,1740,en,The Lost City,March,2022.0
1897,129.524,5/19/2022,A Perfect Pairing,"To land a major client, an LA wine exec travels to an Australian sheep station, where she signs on as a ranch hand and hits it off with a rugged local.",6.8,283,en,A Perfect Pairing,May,2022.0
1903,530.272,6/7/2022,V for Vengeance,"After learning that their younger sibling escaped an earlier kidnapping attempt that also killed their parents, two estranged sisters must join forces to rescue her from a group of bloodthirsty vampires. Out for revenge and control of a vampirism vaccine, Thorn and his band of the undead soon learn that they messed with the wrong family.",6.8,40,en,V for Vengeance,June,2022.0
1912,8421.992,7/6/2022,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now inexplicably wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",6.8,1819,en,Thor: Love and Thunder,July,2022.0
1924,136.98,8/4/2022,Motherly,"Kate and her daughter Beth live alone in an isolated farmhouse in the woods, but when Kate slowly begins to suspect that something sinister is happening, her motherly instincts are put to the test.",6.8,4,en,Motherly,August,2022.0
1933,248.993,8/10/2022,Day Shift,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,6.8,93,en,Day Shift,August,2022.0
1946,147.765,1/14/2022,Sex Appeal,"Avery, a teenager with a tendency towards perfectionism, enlists her friend Larson to help her prepare for her first time with her long-distance boyfriend.",6.7,130,en,Sex Appeal,January,2022.0
1958,679.811,3/17/2022,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",6.7,721,en,X,March,2022.0
1973,297.901,5/9/2022,Dark Cloud,"Following the aftermath of a horrific accident, a woman is voluntarily subjected to artificial intelligence for rehabilitation.",6.7,55,en,Dark Cloud,May,2022.0
2002,390.91,7/29/2022,Not Okay,"An ambitious young woman, desperate for followers and fame, fakes a trip to Paris to up her social media presence. When a terrifying incident takes place in the real world and becomes part of her imaginary trip, her white lie becomes a moral quandary that offers her all the attention she’s wanted.",6.7,178,en,Not Okay,July,2022.0
2016,392.586,1/28/2022,Clean,"Tormented by a past life, garbage man Clean attempts a life of quiet redemption. But when his good intentions mark him a target of a local crime boss, Clean is forced to reconcile with the violence of his past.",6.6,195,en,Clean,January,2022.0
2059,155.654,7/14/2022,Paws of Fury: The Legend of Hank,"A hard-on-his-luck hound finds himself in a town full of cats in need of a hero to defend them from a ruthless villain's wicked plot to wipe their village off the map. With help from a reluctant mentor, our underdog must assume the role of town samurai and team up with the villagers to save the day.",6.6,68,en,Paws of Fury: The Legend of Hank,July,2022.0
2110,857.578,8/11/2022,Beast,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",6.6,9,en,Beast,August,2022.0
2133,464.705,3/10/2022,The Contractor,"After being involuntarily discharged from the U.S. Special Forces, James Harper decides to support his family by joining a private contracting organization alongside his best friend and under the command of a fellow veteran. Overseas on a covert mission, Harper must evade those trying to kill him while making his way back home.",6.5,452,en,The Contractor,March,2022.0
2166,864.842,3/30/2022,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",6.5,2325,en,Morbius,March,2022.0
2211,189.724,4/27/2022,Silverton Siege,"After a failed sabotage mission, a trio of anti-apartheid freedom fighters ends up in a tense bank hostage situation. Based on a true story.",6.5,90,en,Silverton Siege,April,2022.0
2237,1040.865,5/17/2022,Vendetta,"When his daughter is murdered, William Duncan takes the law into his own hands, setting out on a quest for retribution. After killing the street thug responsible for her death, he finds himself in the middle of a war with the thug's brother, father, and their gang, who are equally hell-bent on getting even. What ensues is a tense back-and-forth game of vengeance. By the end, William comes to find that the quest for revenge never has a winner.",6.5,132,en,Vendetta,May,2022.0
2305,1507.651,5/19/2022,Last Seen Alive,"After Will Spann's wife suddenly vanishes at a gas station, his desperate search to find her leads him down a dark path that forces him to run from authorities and take the law into his own hands.",6.5,219,en,Last Seen Alive,May,2022.0
2373,102.345,5/20/2022,Jackass 4.5,"Through outrageous, never-before-seen footage, witness the making of the Jackass crew's last go at wild stunts.",6.5,180,en,Jackass 4.5,May,2022.0
2406,812.569,6/24/2022,The Man from Toronto,"In a case of mistaken identity, the world’s deadliest assassin, known as the Man from Toronto, and a New York City screw-up are forced to team up after being confused for each other at an Airbnb.",6.5,615,en,The Man from Toronto,June,2022.0
2473,87.113,8/12/2022,Rogue Agent,"The TRUE, extraordinary and chilling story of career conman Robert Freegard who masqueraded as an MI5 agent and fooled people into going into hiding, and the woman who fell for him, and then brought him down.",6.5,11,en,Rogue Agent,August,2022.0
2548,548.766,2/3/2022,Moonfall,A mysterious force knocks the moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it.,6.4,1676,en,Moonfall,February,2022.0
2580,608.202,3/25/2022,The Cellar,"When Keira Woods' daughter mysteriously vanishes in the cellar of their new house in the country, she soon discovers there is an ancient and powerful entity controlling their home that she will have to face or risk losing her family's souls forever.",6.4,123,en,The Cellar,March,2022.0
2605,169.383,1/13/2022,Gold,"In the not-too-distant future, two drifters traveling through the desert stumble across the biggest gold nugget ever found and the dream of immense wealth and greed takes hold. They hatch a plan to excavate their bounty, with one man leaving to secure the necessary tools while the other remains with the gold. The man who remains must endure harsh desert elements, ravenous wild dogs, and mysterious intruders, while battling the sinking suspicion that he has been abandoned to his fate.",6.3,343,en,Gold,January,2022.0
2619,359.043,2/10/2022,Blacklight,Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.,6.3,564,en,Blacklight,February,2022.0
2628,1421.047,2/18/2022,The Ledge,"A rock climbing adventure between two friends turns into a terrifying nightmare. After Kelly captures the murder of her best friend on camera, she becomes the next target of a tight-knit group of friends who will stop at nothing to destroy the evidence and anyone in their way. Desperate for her safety, she begins a treacherous climb up a mountain cliff and her survival instincts are put to the test when she becomes trapped with the killers just 20 feet away.",6.3,77,en,The Ledge,February,2022.0
2643,260.714,3/4/2022,A Day to Die,"A disgraced parole officer is indebted to a local gang leader and forced to pull off a series of dangerous drug heists within twelve hours in order to pay the $2 million dollars he owes, rescue his kidnapped pregnant wife, and settle a score with the city's corrupt police chief, who is working with the gang leader and double-crossed him years ago.",6.3,131,en,A Day to Die,March,2022.0
2695,882.647,7/1/2022,Hot Seat,"An ex-hacker is forced to break into high-level banking institutions, another man must try to penetrate the booby-trapped building to get the young man off the hot seat.",6.3,38,en,Hot Seat,July,2022.0
2713,267.075,8/11/2022,Fall,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights.",6.3,3,en,Fall,August,2022.0
2724,198.843,1/7/2022,The Commando,"An elite DEA agent returns home after a failed mission when his family makes an unexpected discovery in their house – a stash of money worth $3 million. They soon face the danger and threat of a newly released criminal and his crew, who will do whatever it takes to retrieve the money, including kidnap the agent’s daughters. Stakes are high and lives are at risk in this head-to-head battle as the agent stops at nothing to protect his family against the money-hungry criminals.",6.2,84,en,The Commando,January,2022.0
2739,328.388,2/10/2022,Kimi,"A tech worker with agoraphobia discovers recorded evidence of a violent crime but is met with resistance when she tries to report it. Seeking justice, she must do the thing she fears the most: she must leave her apartment.",6.2,477,en,Kimi,February,2022.0
2753,186.872,3/18/2022,Dual,"A terminally ill woman opts for a cloning procedure to ease her loss on her friends and family. When she makes a miraculous recovery, her attempts to have her clone decommissioned fail and lead to a court-mandated duel to the death.",6.2,108,en,Dual,March,2022.0
2804,528.157,5/13/2022,Shark Bait,"A group of friends enjoying a weekend steal a couple of jetskis racing them out to sea, ending up in a horrific head-on collision. They struggle to find a way home with a badly injured friend while from the waters below predators lurk.",6.2,112,en,Shark Bait,May,2022.0
2839,364.514,5/26/2022,Interceptor,A U.S. Army Captain uses her years of tactical training to save humanity from sixteen nuclear missiles launched at the U.S. as a violent attack threatens her remote missile interceptor station.,6.2,474,en,Interceptor,May,2022.0
2897,169.139,1/5/2022,The 355,"A group of top female agents from American, British, Chinese, Colombian, and German government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.",6.1,560,en,The 355,January,2022.0
2932,484.357,1/7/2022,See for Me,"When blind former skier Sophie cat-sits in a secluded mansion, three thieves invade for the hidden safe. Sophie's only defense is army veteran Kelly, who she meets on the See For Me app. Kelly helps Sophie defend herself against the invaders and survive.",6.1,95,en,See for Me,January,2022.0
3065,280.64,4/1/2022,Dakota,"Dakota, an ex-service dog, joins single mum Kate and her daughter Alex to live on their small-town family farm. Dakota quickly adjusts to her new home and becomes somewhat of a local hero, soon becoming inseparable from Alex. But when the farm’s existence is threatened by the town’s rogue sheriff, Dakota must help the family band together and save the land.",6.1,11,en,Dakota,April,2022.0
3112,182.103,4/8/2022,All the Old Knives,"When the CIA discovers one of its agents leaked information that cost more than 100 people their lives, veteran operative Henry Pelham is assigned to root out the mole with his former lover and colleague Celia Harrison.",6.1,323,en,All the Old Knives,April,2022.0
3254,111.319,6/10/2022,My Fake Boyfriend,"A young man in a tricky situation follows the advice of his unconventional best friend and uses social media to create a fake boyfriend to keep his awful ex-lover out of his life. But everything backfires when he meets the real love of his life, and breaking up with his fake boyfriend proves hard to do.",6.1,69,en,My Fake Boyfriend,June,2022.0
3286,264.465,7/8/2022,The Wonderful Summer of Mickey Mouse,Mickey Mouse and his friends each recall the wild events leading up to the Annual Summer Fireworks Spectacular from their point-of-view.,6.1,8,en,The Wonderful Summer of Mickey Mouse,July,2022.0
